0	20	450
1	219	451
2	218	452
3	217	453
4	216	454
5	215	455
6	214	456
7	213	457
8	212	458
9	211	459
10	210	460
11	209	461
12	208	462
13	207	463
14	206	464
15	205	465
16	204	466
17	203	467
18	202	468
19	201	469
20	200	470
21	199	471
22	198	472
23	197	473
24	196	474
25	195	475
26	194	476
27	193	477
28	192	478
29	191	479
30	190	480
31	189	481
32	188	482
33	187	483
34	186	484
35	185	485
36	184	486
37	183	487
38	182	488
39	181	489
40	180	490
41	179	491
42	178	492
43	177	493
44	176	494
45	175	495
46	174	496
47	173	497
48	172	498
49	171	499
50	170	500
51	169	501
52	168	502
53	167	503
54	166	504
55	165	505
56	164	506
57	163	507
58	162	508
59	161	509
60	160	510
61	159	511
62	158	512
63	157	513
64	156	514
65	155	515
66	154	516
67	153	517
68	152	518
69	151	519
70	150	520
71	149	521
72	148	522
73	147	523
74	146	524
75	145	525
76	144	526
77	143	527
78	142	528
79	141	529
80	140	530
81	139	531
82	138	532
83	137	533
84	136	534
85	135	535
86	134	536
87	133	537
88	132	538
89	131	539
90	130	540
91	129	541
92	128	542
93	127	543
94	126	544
95	125	545
96	124	546
97	123	547
98	122	548
99	121	549
100	120	550
101	119	551
102	118	552
103	117	553
104	116	554
105	115	555
106	114	556
107	113	557
108	112	558
109	111	559
110	110	560
111	109	561
112	108	562
113	107	563
114	106	564
115	105	565
116	104	566
117	103	567
118	102	568
119	101	569
120	100	570
121	99	571
122	98	572
123	97	573
124	96	574
125	95	575
126	94	576
127	93	577
128	92	578
129	91	579
130	90	580
131	89	581
132	88	582
133	87	583
134	86	584
135	85	585
136	84	586
137	83	587
138	82	588
139	81	589
140	80	590
141	79	591
142	78	592
143	77	593
144	76	594
145	75	595
146	74	596
147	73	597
148	72	598
149	71	599
150	70	600
151	69	600
152	68	600
153	67	600
154	66	600
155	65	600
156	64	600
157	63	600
158	62	600
159	61	600
160	60	600
161	59	600
162	58	600
163	57	600
164	56	600
165	55	600
166	54	600
167	53	600
168	52	600
169	51	600
170	50	600
171	49	600
172	48	600
173	47	600
174	46	600
175	45	600
176	44	600
177	43	600
178	42	600
179	41	600
180	40	600
181	39	600
182	38	600
183	37	600
184	36	600
185	35	600
186	34	600
187	33	600
188	32	600
189	31	600
190	30	600
191	29	600
192	28	600
193	27	600
194	26	600
195	25	600
196	24	600
197	23	600
198	22	600
199	21	600
200	20	600
201	20	600
202	20	600
203	20	600
204	20	600
205	20	600
206	20	600
207	20	600
208	20	600
209	20	600
210	20	600
211	20	600
212	20	600
213	20	600
214	20	600
215	20	600
216	20	600
217	20	600
218	20	600
219	20	600
220	20	600
221	20	600
222	20	600
223	20	600
224	20	600
225	20	600
226	20	600
227	20	600
228	20	600
229	20	600
230	20	600
231	20	600
232	20	600
233	20	600
234	20	600
235	20	600
236	20	600
237	20	600
238	20	600
239	20	600
240	20	600
241	20	600
242	20	600
243	20	600
244	20	600
245	20	600
246	20	600
247	20	600
248	20	600
249	20	600
250	20	600
251	20	600
252	20	600
253	20	600
254	20	600
255	20	600
256	20	600
257	20	600
258	20	600
259	20	600
260	20	600
261	20	600
262	20	600
263	20	600
264	20	600
265	20	600
266	20	600
267	20	600
268	20	600
269	20	600
270	20	600
271	20	600
272	20	600
273	20	600
274	20	600
275	20	600
276	20	600
277	20	600
278	20	600
279	20	600
280	20	600
281	20	600
282	20	600
283	20	600
284	20	600
285	20	600
286	20	600
287	20	600
288	20	600
289	20	600
290	20	600
291	20	600
292	20	600
293	20	600
294	20	600
295	20	600
296	20	600
297	20	600
298	20	600
299	20	600
300	20	600
301	20	600
302	20	600
303	20	600
304	20	600
305	20	600
306	20	600
307	20	600
308	20	600
309	20	600
310	20	600
311	20	600
312	20	600
313	20	600
314	20	600
315	20	600
316	20	600
317	20	600
318	20	600
319	20	600
320	20	600
321	20	600
322	20	600
323	20	600
324	20	600
325	20	600
326	20	600
327	20	600
328	20	600
329	20	600
330	20	600
331	20	600
332	20	600
333	20	600
334	20	600
335	20	600
336	20	600
337	20	600
338	20	600
339	20	600
340	20	600
341	20	600
342	20	600
343	20	600
344	20	600
345	20	600
346	20	600
347	20	600
348	20	600
349	20	600
350	20	600
351	20	600
352	20	600
353	20	600
354	20	600
355	20	600
356	20	600
357	20	600
358	20	600
359	20	600
360	20	600
361	20	600
362	20	600
363	20	600
364	20	600
365	20	600
366	20	600
367	20	600
368	20	600
369	20	600
370	20	600
371	20	600
372	20	600
373	20	600
374	20	600
375	20	600
376	20	600
377	20	600
378	20	600
379	20	600
380	20	600
381	20	600
382	20	600
383	20	600
384	20	600
385	20	600
386	20	600
387	20	600
388	20	600
389	20	600
390	20	600
391	20	600
392	20	600
393	20	600
394	20	600
395	20	600
396	20	600
397	20	600
398	20	600
399	20	600
400	20	600
401	21	600
402	22	600
403	23	600
404	24	600
405	25	600
406	26	600
407	27	600
408	28	600
409	29	600
410	30	600
411	31	600
412	32	600
413	33	600
414	34	600
415	35	600
416	36	600
417	37	600
418	38	600
419	39	600
420	40	600
421	41	600
